year_month,n_stocks,n_hold,avg_monthly_ur,demand_elasticity
200301,246,13,0.0013594921753772747,26.80647320007836
200302,250,12,0.001460824649807616,25.016365273005377
200303,252,14,0.001258509372205376,28.877184838210777
200304,254,12,0.0014525526491227844,25.153133733759926
200305,258,13,0.0011285782528327334,32.08663338278026
200306,265,12,0.0011965212407654903,30.32141711679486
200307,273,11,0.001275711534127231,28.501278659828166
200308,282,10,0.0013970595967974617,26.112528105467874
200311,296,10,0.0014608736586379173,25.015559581176273
200410,331,11,0.00159039968666913,23.059673856618886
200412,340,11,0.0012977586486348492,28.0340701843871
200501,342,13,0.001005800351956086,35.881374142849424
200502,345,13,0.0011766264199625648,30.817194136016496
200503,345,14,0.0011707606907066764,30.966583835688226
200504,344,14,0.0011088334596775276,32.6401873368729
200505,347,15,0.001047889012444896,34.480357149402565
200506,349,14,0.0011144636021182574,32.480344735266726
200507,354,14,0.001062383624369024,34.02356849713958
200508,370,15,0.0011132678418321468,32.51415775367346
200509,372,15,0.0011466026549016707,31.597956702445057
200510,378,17,0.0010513129460322085,34.37131776223274
200511,384,16,0.0011310497463185415,32.01870497189354
200512,387,16,0.0010841491408814861,33.36058312149237
200601,408,17,0.0010573802151379497,34.179832464533796
200602,412,17,0.0010333074236449325,34.952817512753505
200603,420,14,0.0012213825187062253,29.72457878859524
200604,419,15,0.001135229315716813,31.904503525296228
200605,427,17,0.001009687742819562,35.747077637704436
200606,435,16,0.0010690152156385896,33.81870816836988
200607,443,19,0.000857462652710738,41.91571601244449
200608,449,17,0.0010436298395896208,34.61699431992629
200609,453,18,0.0010361009742733502,34.86127342867828
200610,453,17,0.001078837537867815,33.51990884459613
200611,456,15,0.0012547715382842475,28.960228072723663
200612,456,16,0.0010788827833063562,33.51854504719408
200701,458,23,0.0007576499425655067,47.30594740203062
200702,464,27,0.0006491218746793022,55.04793731057504
200703,474,27,0.0006656368640118679,53.706964241938906
200704,474,27,0.0006555795017317102,54.5155511984686
200705,475,25,0.000702993519954703,50.9061476297114
200706,474,24,0.0007361450509931299,48.6586758849477
200707,484,17,0.0009303668406323802,38.70953225906365
200708,484,19,0.0008218277212097988,43.689845431283025
200709,489,21,0.000760518562540725,47.13128478071983
200710,487,20,0.0009975493395908276,36.169887841317625
200711,493,23,0.0009185590266622993,39.1942775273473
200712,492,21,0.0009930203733819697,36.33029062646912
200801,497,23,0.0009127434912234354,39.43763196006351
200802,503,22,0.0010708441578405063,33.76265564201295
200803,505,23,0.0009976713084075795,36.1655881991718
200804,512,26,0.0008934634439955615,40.26707760162615
200805,514,27,0.0008504624279359515,42.252496567940135
200806,511,27,0.000893608465803495,40.26070503153088
200807,516,28,0.0008675994812692675,41.43766639678444
200808,521,29,0.0008719702992670306,41.23496949274634
200809,528,25,0.0008014046149245483,44.77775936927064
200810,530,27,0.0008498690875663908,42.28129720549363
200811,538,26,0.0008337647349697995,43.07865470690682
200812,535,25,0.0007285618152799284,49.154731216746505
200901,533,25,0.0007441846416794837,48.143808706415406
200902,540,25,0.0008181118306313715,43.883744099525245
200903,544,28,0.0007463754725344853,48.005427804929475
200904,549,28,0.0007619208680469155,47.046380747547104
200905,560,28,0.001189951584063305,30.483299034562595
200906,563,27,0.0010447176453054303,34.58199083478954
200907,566,25,0.0010573164202090416,34.18183442441335
200908,567,26,0.0009806713438132869,36.77518463338475
200909,575,25,0.0009351370816272993,38.51717163064286
200910,576,27,0.0008222444846218993,43.66820762649779
200911,579,27,0.0009079597046728799,39.64014912669482
200912,579,28,0.0008558880203971879,41.990991290319435
201001,578,28,0.0007996763786966985,44.8723705291493
201002,578,31,0.0007257929626217143,49.338438365205825
201003,575,29,0.0007797183486836812,45.99534793405605
201004,574,35,0.0006914781489335801,51.737248087589
201005,574,34,0.000736872777636586,48.61160875302764
201006,576,35,0.0006897435151886635,51.864847029396905
201007,574,33,0.0007646059536164516,46.88467853755278
201008,577,35,0.0009915639476364873,36.38218434949769
201009,577,30,0.0013352260801014829,27.2754741780683
201010,579,28,0.0014650337244157467,24.947365719230252
201011,579,29,0.0015513690284120348,23.614669847767413
201012,580,29,0.001565387378976021,23.41215105013779
201101,579,28,0.001539259524456402,23.792581648620867
201102,581,30,0.0016537426437854526,22.214726802522627
201103,580,29,0.001689704569116556,21.763214487804227
201104,580,27,0.0016153051578688543,22.719548296296775
201105,580,26,0.0016345437992355447,22.46390840428875
201106,581,27,0.001703847363482462,21.59086931230914
201107,581,26,0.0018474001114811788,19.99084999050965
201108,584,24,0.0019533024186626706,18.961222007603894
201109,587,26,0.0016734787414306959,21.9645318587053
201110,588,25,0.0008740383041970318,41.13977216000943
201111,588,26,0.00207493723665295,17.90831788540402
201112,585,24,0.0009198325884491899,39.141395325795024
201201,594,24,0.0021075283746654684,17.646845096526288
201202,598,23,0.002300149510989342,16.25279040426361
201203,598,23,0.0022454177798649612,16.624574947339998
201204,600,27,0.0019359336068309964,19.122366524242388
201205,600,32,0.0014085052985311126,25.908460355937315
201206,599,28,0.0016726411993752204,21.975029434103764
201207,599,32,0.0016525732907143546,22.229738243212385
201208,601,27,0.0020127527287337713,18.430704670643337
201209,602,30,0.0018003786162896552,20.48684464043057
201210,605,29,0.0018441863102325266,20.023944703920016
201211,606,28,0.0019885511538914567,18.642844299445606
201212,605,23,0.0020937811873127073,17.756143670685347
201301,614,25,0.0018469542963806345,19.99543397383535
201302,613,26,0.000842412192557126,42.64671249960661
201303,614,24,0.0010158214498938787,35.53726872301723
201304,615,24,0.0009576369019983539,37.63570014519989
201305,615,27,0.0008743478665776259,41.12556069578411
201306,622,26,0.0008167440850285704,43.955558580338675
201307,621,23,0.001119555150817327,32.33717741727788
201308,621,23,0.0011185730294368315,32.36469185856687
201309,619,21,0.0012522928842496922,29.015569545146917
201310,622,25,0.001140954027678908,31.749440852548766
201311,627,26,0.0011565630707706558,31.3344445938538
201312,621,29,0.001102175702660025,32.83131174541209
201401,625,27,0.0011953594603397722,30.349914861273266
201402,625,29,0.001235584043003639,29.394424958988036
201403,623,31,0.0011850635862019861,30.604907954373758
201404,621,29,0.0012971760431253758,28.046212097056845
201405,620,26,0.0013897844229270233,26.243985909483815
201406,619,30,0.0011727258242165987,30.91636891174149
201407,621,29,0.0009679392377172679,37.24576525312606
201408,623,32,0.0008917476715886265,40.342629655639165
201409,623,34,0.0008732193126772573,41.1774192121617
201410,622,30,0.0009978378035166051,36.1597206138583
201411,622,30,0.0009856811600359799,36.59335392827152
201412,626,33,0.0009081490606300588,39.63209236295348
201501,633,36,0.0009028028156846502,39.86086505277874
201502,642,31,0.001081196881014971,33.44894524358517
201503,644,31,0.0009566305644184799,37.67423945514084
201504,658,29,0.0011460181144209618,31.61356356248897
201505,643,24,0.0010951896399741758,33.03435926440752
201506,663,30,0.0008998173311077673,39.989800681431916
201507,649,30,0.0009127933166236675,39.4355338176237
201508,659,32,0.0008583461394314034,41.87360189308996
201509,664,33,0.0009032476600670383,39.84172629573819
201610,652,33,0.000950514003914585,37.91023829749126
201611,652,31,0.0009609144823493632,37.510739544493994
201612,661,33,0.0009896731330529868,36.4497835880036
201701,672,33,0.0009180553264957036,39.2152331967915
201702,680,31,0.0009632792445708151,37.42110902661591
201703,681,30,0.0010814002305112242,33.44284345399511
201704,680,31,0.0010275119149064276,35.14432268922627
201705,688,29,0.0010721727071387088,33.72205882130427
201706,700,28,0.0011086772119944176,32.64464643994732
201707,717,29,0.0010754217832167608,33.623198578560356
201708,715,28,0.0011384887951455859,31.816024311511555
201709,713,31,0.0010163788221914472,35.51832881950922
201806,713,33,0.0009340387018543128,38.5612898265773
201807,722,32,0.0009374494326898258,38.42463024264054
201808,724,32,0.0009398439937476855,38.32927871325907
201809,731,35,0.0008579572857916998,41.89212711471479
201810,726,32,0.00090566575055221,39.738020476316294
201811,733,34,0.0008651256395783069,41.55329860145044
201812,736,34,0.0008789586822411441,40.91507120691321
201901,738,36,0.0008625410888896724,41.67481403668808
201902,747,32,0.0010026771632401553,35.990024382540796
201903,747,30,0.0010385049372486973,34.78289031782249
201904,754,30,0.0010590218841108328,34.12839792640032
201905,748,33,0.0009159976446062691,39.30107926169416
201910,744,30,0.0010253053393347918,35.21780521727492
201911,749,31,0.0009846386701503204,36.63103852526308
201912,740,31,0.0009623350285759258,37.45684439181968
202001,747,30,0.0010250054619067278,35.22781603946456
202002,742,29,0.0009988991325724963,36.12236345549497
202003,742,27,0.0010917520599836982,33.13522527277277
202004,743,27,0.0010949416076182722,33.04161586836058
202005,736,29,0.0010467872112511723,34.51559706929939
202006,732,29,0.0010587154421545747,34.137986840157545
202007,728,29,0.0010643695221387978,33.96195321253742
202008,728,27,0.0011408756641140623,31.751552945810122
202009,728,25,0.0013285835340700138,27.40684419903478
202010,725,27,0.0012081797675234397,30.038475343371626
202011,734,29,0.0011742112686907947,30.878522992465392
202012,740,26,0.0012210567665698184,29.732241899077863
202101,740,28,0.0009903209102379716,36.42659558825164
202102,749,29,0.0010199134799554613,35.398700555582366
202103,751,27,0.0010307643798026782,35.03658399246007
202104,752,27,0.0010785608199802323,33.5282522224689
202105,751,27,0.0010611589990968495,34.061679182336995
202106,751,29,0.0009835226010166457,36.67147145711204
202107,749,30,0.0009702231526991946,37.16044236007541
202108,756,29,0.0009690489747292106,37.204257271304165
202109,763,28,0.0010117047518253513,35.67780330802114
202110,767,28,0.0010516378304514886,34.36100829933795
202111,759,27,0.0010422822968246012,34.66045695727083
202112,772,30,0.0009597658807573478,37.55443383953746
202201,777,31,0.0009925869744735578,36.34571709264807
202202,791,26,0.001279048255918185,28.429534599071467
202203,807,28,0.0011777150421140134,30.78963258091209
202204,812,29,0.0012208435476526835,29.737259951977723
202205,822,31,0.0012593508790261583,28.85855711374077
202206,823,35,0.0012926340376589014,28.141245988795255
202207,824,33,0.0011841697559262145,30.627254212508305
202208,832,33,0.0011473684945695114,31.57753333444383
202209,832,29,0.0013391885964955533,27.19772784908594
202210,860,30,0.0012434832739518407,29.214049295647094
202211,880,36,0.00108152199034299,33.4391909761017
202212,890,34,0.001139820185888729,31.78002901153638
202301,896,35,0.0011816284399218703,30.690973240208756
202302,904,37,0.0011120595821310496,32.548398083454
202303,906,36,0.0011316061888299958,32.00345220439634
202304,914,35,0.0011887831971549273,30.51227648031571
202305,921,33,0.001216799393900666,29.832771092302128
202306,926,33,0.0011904506061171608,30.470940003147877
202307,937,34,0.0011742996406581428,30.876274482999087
202308,948,35,0.0011542009973717683,31.39652406251509
202309,953,38,0.0010174587229428759,35.481692080947056
202310,999,37,0.0011100153197813685,32.606499265703874
202311,1005,41,0.0010430933610114964,34.634284044880616
202312,1009,36,0.0011652758244432302,31.107634307399188
202401,1029,37,0.0011267008901435062,32.13843141201505
202402,1024,33,0.0012634590650569336,28.767973937492737
202403,1024,36,0.0011233704305062856,32.23074761170115
202404,1023,35,0.0012030523220889916,30.162238204794118
202405,1024,33,0.0012438352639997637,29.206065067469044
202406,1028,35,0.0011504405442538368,31.495881395022263
202407,1042,47,0.0009520795326058498,37.84954584998324
202408,1046,48,0.0009503662155067329,37.91597809049149
202409,1051,46,0.0009521414588731081,37.847149194734804
202410,1079,40,0.0009335977991407872,38.579028594409984
202411,1085,40,0.0009750903569125367,36.97994600282648
202412,1081,39,0.0011103700715138383,32.59640131668717
202501,1083,41,0.0010350167315284582,34.896745164476826
202502,1085,47,0.0011209110979514471,32.29926936552603
202503,1084,39,0.0010317214257501656,35.00501095931053
202504,1085,37,0.001114909640261833,32.467750499807835
